ccf_ap	ccf_dv	ccf_lr	allen_ontology
7723.1	2648.9	2936.4	CA3
7753.2	2648.9	2925.4	CA3
7705.5	2630.4	2934.8	CA3
7735.6	2630.4	2923.9	CA3
7718	2611.8	2922.3	CA3
7748	2611.8	2911.3	CA3
7700.4	2593.3	2920.7	CA3
7730.5	2593.3	2909.8	CA3
7712.9	2574.8	2908.2	CA3
7742.9	2574.8	2897.3	CA3
7695.3	2556.2	2906.6	CA3
7725.3	2556.2	2895.7	CA3
7707.7	2537.7	2894.1	CA3
7737.8	2537.7	2883.2	CA3
7690.1	2519.1	2892.6	CA3
7720.2	2519.1	2881.6	CA3
7702.6	2500.6	2880	CA3
7732.7	2500.6	2869.1	CA3
7685	2482	2878.5	CA3
7715.1	2482	2867.5	CA3
7697.5	2463.5	2866	CA3
7727.5	2463.5	2855	CA3
7679.9	2445	2864.4	CA3
7710	2445	2853.4	CA3
7692.4	2426.4	2851.9	CA3
7722.4	2426.4	2840.9	CA3
7674.8	2407.9	2850.3	CA3
7704.8	2407.9	2839.4	CA3
7687.2	2389.3	2837.8	CA3
7717.3	2389.3	2826.9	CA3
7669.6	2370.8	2836.2	CA3
7682.1	2352.2	2823.7	CA3
7712.2	2352.2	2812.8	CA3
7664.5	2333.7	2822.2	CA3
7694.6	2333.7	2811.2	CA3
